title,property_size,house_type,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
"2bdrm Bungalow in Bricks City, Kubwa for sale",500.0,Bungalow,2.0,3.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 50,000,000"
"4bdrm Duplex in Dantata Estate Fo1, for sale",400.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 120,000,000"
3bdrm Block of Flats in Mabushi for sale,300.0,Block of Flats,3.0,4.0,unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,"₦ 150,000,000"
3bdrm Duplex in Idu Industrial for sale,200.0,Duplex,3.0,3.0,unfurnished,"Abuja (FCT), Idu Industrial",Idu Industrial,Abuja (FCT),diamond,"₦ 60,000,000"
5bdrm Duplex in Osapa london for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 440,000,000"
5bdrm Duplex in Old Ikoyi for sale,550.0,Duplex,5.0,5.0,unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 5,100,000,000"
5bdrm Duplex in Ikeja GRA for sale,350.0,Duplex,5.0,5.0,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 850,000,000"
"3bdrm Bungalow in Mowe -Ofada, Abeokuta South for sale",300.0,Bungalow,3.0,4.0,unfurnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,enterprise,"₦ 40,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 250,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 300,000,000"
5bdrm Duplex in Lekki for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 630,000,000"
3bdrm Bungalow in Igbogbo for sale,300.0,Bungalow,3.0,3.0,unfurnished,"Ikorodu, Igbogbo",Igbogbo,Ikorodu,enterprise,"₦ 25,000,000"
5bdrm Duplex in Off Lekki-Epe Expressway for sale,500.0,Duplex,5.0,5.0,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 400,000,000"
4bdrm Duplex in Off Lekki-Epe Expressway for sale,500.0,Duplex,4.0,4.0,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 140,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 900,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,580.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,300,000,000"
"3bdrm Maisonette in Dora Estate, Lekki Phase 1 for sale",123.0,Maisonette,3.0,4.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 380,000,000"
2bdrm Block of Flats in Life Camp for sale,700.0,Block of Flats,2.0,3.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 60,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,123.0,Apartment,2.0,3.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 330,000,000"
2bdrm Block of Flats in Idu for sale,500.0,Block of Flats,2.0,3.0,unfurnished,"Jiwa, Idu",Idu,Jiwa,diamond,"₦ 75,000,000"
Furnished 5bdrm Duplex in Guzape District for sale,500.0,Duplex,5.0,6.0,furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,"₦ 600,000,000"
"Furnished 2bdrm Apartment in Palm City, Lekki Phase 1 for sale",300.0,Apartment,2.0,2.0,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,vip_gold,"₦ 250,000,000"
5bdrm Duplex in Osapa london for sale,250.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 600,000,000"
4bdrm Duplex in Lekki for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 170,000,000"
2bdrm Apartment in Victoria Island for sale,500.0,Apartment,2.0,2.0,unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,enterprise,"₦ 185,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,300,000,000"
"4bdrm Duplex in Payment Plans, Guzape District for sale",350.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,"₦ 280,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 400,000,000"
2bdrm Apartment in Ikate for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 160,000,000"
Furnished 4bdrm Maisonette in Ikate for sale,500.0,Maisonette,4.0,4.0,furnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 320,000,000"
4bdrm Duplex in Lekki Phase 1 for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 385,000,000"
3bdrm Duplex in Off Lekki-Epe Expressway for sale,350.0,Duplex,3.0,3.0,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 110,000,000"
5bdrm Duplex in Idado for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Idado",Idado,Lekki,enterprise,"₦ 350,000,000"
5bdrm Duplex in GRA Phase 2 Shangisha for sale,500.0,Duplex,5.0,5.0,unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,enterprise,"₦ 370,000,000"
4bdrm Duplex in Off Lekki-Epe Expressway for sale,500.0,Duplex,4.0,4.0,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 150,000,000"
Furnished 4bdrm Duplex in Agungi for sale,350.0,Duplex,4.0,4.0,furnished,"Lekki, Agungi",Agungi,Lekki,enterprise,"₦ 350,000,000"
3bdrm Apartment in Life Camp for sale,500.0,Apartment,3.0,3.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 120,000,000"
4bdrm Duplex in Durumi for sale,500.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),diamond,"₦ 300,000,000"
4bdrm Duplex in Area 1 for sale,500.0,Duplex,4.0,5.0,unfurnished,"Garki 1, Area 1",Area 1,Garki 1,diamond,"₦ 250,000,000"
4bdrm Duplex in Lekki Phase 2 for sale,123.0,Duplex,4.0,4.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,diamond,"₦ 220,000,000"
3bdrm Duplex in Kubwa for sale,500.0,Duplex,3.0,4.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 130,000,000"
"3bdrm Apartment in The Den Heights, Lekki Phase 1 for sale",250.0,Apartment,3.0,3.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 430,000,000"
5bdrm Duplex in Sangotedo for sale,250.0,Duplex,5.0,5.0,unfurnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 400,000,000"
3bdrm Apartment in Ipaja / Ipaja for sale,250.0,Apartment,3.0,3.0,unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Ipaja,enterprise,"₦ 81,000,000"
5bdrm Duplex in Ajah for sale,600.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 280,000,000"
Mini Flat in Off Lekki-Epe Expressway for sale,1000.0,,1.0,1.0,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 65,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 135,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 120,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 170,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 185,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 220,000,000"
5bdrm Duplex in Chevron for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 298,000,000"
4bdrm Duplex in Ikota for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 280,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 350,000,000"
2bdrm Apartment in Ikate for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 150,000,000"
4bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 280,000,000"
3bdrm Apartment in Lekki Phase 1 for sale,250.0,Apartment,3.0,3.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 400,000,000"
5bdrm Apartment in Osapa london for sale,170.0,Apartment,5.0,6.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,diamond,"₦ 600,000,000"
3bdrm Block of Flats in Wuye for sale,500.0,Block of Flats,3.0,4.0,unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),diamond,"₦ 160,000,000"
3bdrm Bungalow in Dawaki for sale,700.0,Bungalow,3.0,4.0,unfurnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,diamond,"₦ 50,000,000"
3bdrm Bungalow in Gwarinpa for sale,700.0,Bungalow,3.0,4.0,unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,"₦ 270,000,000"
2bdrm Block of Flats in Durumi for sale,500.0,Block of Flats,2.0,3.0,unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),diamond,"₦ 75,000,000"
Furnished 10bdrm Block of Flats in Igbogbo Estate for sale,600.0,Block of Flats,10.0,10.0,furnished,"Ikorodu, Igbogbo",Igbogbo,Ikorodu,diamond,"₦ 40,000,000"
"2bdrm Apartment in Daylight Property, Benin City for sale",560.0,Apartment,2.0,2.0,unfurnished,"Edo State, Benin City",Benin City,Edo State,diamond,"₦ 25,000,000"
4bdrm Duplex in Guzape Main for sale,1500.0,Duplex,4.0,4.0,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,"₦ 1,100,000,000"
"3bdrm Duplex in Civic Residence, Abraham Adesanya for sale",250.0,Duplex,3.0,3.0,unfurnished,"Surulere, Abraham Adesanya",Abraham Adesanya,Surulere,enterprise,"₦ 160,000,000"
5bdrm Duplex in Ajah for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 350,000,000"
Furnished 2bdrm Apartment in Ikate for sale,500.0,Apartment,2.0,2.0,furnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 135,000,000"
"4bdrm Duplex in Payment Plan, Allen Avenue for sale",1000.0,Duplex,4.0,4.0,unfurnished,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,enterprise,"₦ 425,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 145,000,000"
1bdrm Apartment in Ajah for sale,500.0,Apartment,1.0,1.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 40,000,000"
5bdrm Duplex in Osapa london for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 650,000,000"
4bdrm Duplex in Durumi for sale,350.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),enterprise,"₦ 250,000,000"
4bdrm Duplex in Ikate for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 300,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 140,000,000"
5bdrm Duplex in Ikota for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 300,000,000"
3bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,3.0,3.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 190,000,000"
5bdrm Duplex in Lekki for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 250,000,000"
4bdrm Duplex in Guzape District for sale,1000.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,"₦ 300,000,000"
5bdrm House in Kado for sale,500.0,House,5.0,6.0,unfurnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),diamond,"₦ 400,000,000"
Furnished 5bdrm Duplex in Osapa london for sale,500.0,Duplex,5.0,5.0,furnished,"Lekki, Osapa london",Osapa london,Lekki,diamond,"₦ 1,720,000,000"
4bdrm Block of Flats in Jabi for sale,1000.0,Block of Flats,4.0,4.0,unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),False,"₦ 200,000,000"
"4bdrm Duplex in Adozillion Court, Omole Phase 2 for sale",250.0,Duplex,4.0,4.0,unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,enterprise,"₦ 450,000,000"
"3bdrm Duplex in Ambiance 2.0, Sangotedo for sale",250.0,Duplex,3.0,3.0,unfurnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 145,000,000"
3bdrm Duplex in Ajah for sale,500.0,Duplex,3.0,3.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 95,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 350,000,000"
5bdrm Duplex in Lekki for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 450,000,000"
5bdrm Duplex in VGC / Ajah for sale,650.0,Duplex,5.0,5.0,unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,enterprise,"₦ 800,000,000"
3bdrm Apartment in Lekki Phase 1 for sale,1000.0,Apartment,3.0,3.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 500,000,000"
4bdrm Duplex in Maryland for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Maryland",Maryland,Lagos State,enterprise,"₦ 270,000,000"
2bdrm Apartment in Victoria Island for sale,500.0,Apartment,2.0,2.0,unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,enterprise,"₦ 290,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 260,000,000"
5bdrm Duplex in Ikate for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 550,000,000"
5bdrm Duplex in Gudu for sale,1000.0,Duplex,5.0,5.0,unfurnished,"Abuja (FCT), Gudu",Gudu,Abuja (FCT),enterprise,"₦ 165,000,000"
4bdrm Duplex in Ajah for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 180,000,000"
5bdrm Duplex in Osapa london for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 990,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 530,000,000"
2bdrm Apartment in Sangotedo for sale,500.0,Apartment,2.0,2.0,unfurnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 75,000,000"
5bdrm Duplex in Alaka Estate for sale,500.0,Duplex,5.0,5.0,unfurnished,"Surulere, Alaka Estate",Alaka Estate,Surulere,enterprise,"₦ 450,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 350,000,000"
5bdrm House in Gerard Road for sale,1250.0,House,5.0,5.0,unfurnished,"Ikoyi, Gerard Road",Gerard Road,Ikoyi,diamond,"₦ 2,500,000,000"
"3bdrm Bungalow in Fawole Estate, Igbogbo for sale",600.0,Bungalow,3.0,3.0,unfurnished,"Ikorodu, Igbogbo",Igbogbo,Ikorodu,diamond,"₦ 20,000,000"
"Furnished 3bdrm Bungalow in Love Estate, Igbogbo for sale",600.0,Bungalow,3.0,3.0,furnished,"Ikorodu, Igbogbo",Igbogbo,Ikorodu,diamond,"₦ 25,000,000"
3bdrm Apartment in Katampe (Main) for sale,250.0,Apartment,3.0,3.0,unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,"₦ 160,000,000"
"2bdrm Duplex in Emerald Duplex, Ogombo for sale",250.0,Duplex,2.0,2.0,unfurnished,"Ajah, Ogombo",Ogombo,Ajah,enterprise,"₦ 150,000,000"
5bdrm Duplex in Ikota for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 460,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 420,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 400,000,000"
"6bdrm Duplex in $3.4M, Ikoyi for sale",500.0,Duplex,6.0,6.0,unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,"₦ 3,400,000,000"
4bdrm Duplex in Ikota for sale,355.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 155,000,000"
5bdrm Duplex in Ikeja GRA for sale,300.0,Duplex,5.0,5.0,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 1,000,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 550,000,000"
Furnished 4bdrm Duplex in Western Avenue for sale,500.0,Duplex,4.0,4.0,furnished,"Surulere, Western Avenue",Western Avenue,Surulere,enterprise,"₦ 450,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 250,000,000"
6bdrm Duplex in Lekki Phase 2 for sale,350.0,Duplex,6.0,6.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 400,000,000"
4bdrm Duplex in Ajah for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 250,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 170,000,000"
"3bdrm Block of Flats in Daylight Property, Benin City for sale",465.0,Block of Flats,3.0,3.0,unfurnished,"Edo State, Benin City",Benin City,Edo State,diamond,"₦ 13,000,000"
"4bdrm Duplex in Hrc, Ajah for sale",600.0,Duplex,4.0,4.0,semi-furnished,"Lagos State, Ajah",Ajah,Lagos State,False,"₦ 140,000,000"
2bdrm Apartment in Katampe (Main) for sale,220.0,Apartment,2.0,2.0,unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,"₦ 90,000,000"
"3bdrm Duplex in Sherwood Court, Sangotedo for sale",250.0,Duplex,3.0,3.0,unfurnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 150,000,000"
5bdrm Duplex in Lekki for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 420,000,000"
2bdrm Maisonette in Ogudu for sale,1000.0,Maisonette,2.0,2.0,unfurnished,"Lagos State, Ogudu",Ogudu,Lagos State,enterprise,"₦ 100,000,000"
2bdrm Apartment in Ikate for sale,500.0,Apartment,2.0,2.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 220,000,000"
4bdrm Duplex in Ikota for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 220,000,000"
5bdrm Duplex in Osapa london for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,200,000,000"
3bdrm Duplex in Omole Phase 2 for sale,350.0,Duplex,3.0,3.0,unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,enterprise,"₦ 300,000,000"
4bdrm Duplex in Ologolo for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 250,000,000"
3bdrm Apartment in Ikate for sale,500.0,Apartment,3.0,3.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 190,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 750,000,000"
4bdrm Duplex in Ikota for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 170,000,000"
5bdrm Duplex in Adeniyi Jones Ikeja for sale,150.0,Duplex,5.0,6.0,semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,diamond,"₦ 650,000,000"
4bdrm Duplex in Dawaki for sale,700.0,Duplex,4.0,5.0,unfurnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,diamond,"₦ 350,000,000"
5bdrm Duplex in Lugbe District for sale,800.0,Duplex,5.0,6.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),diamond,"₦ 170,000,000"
4bdrm Duplex in Asokoro Main for sale,1000.0,Duplex,4.0,4.0,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),False,"₦ 850,000,000"
5bdrm Duplex in GRA Phase 1 for sale,500.0,Duplex,5.0,5.0,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 600,000,000"
5bdrm Duplex in Ikota for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 350,000,000"
4bdrm Duplex in Off Lekki-Epe Expressway for sale,350.0,Duplex,4.0,4.0,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 130,000,000"
4bdrm Duplex in Chevron for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 330,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 750,000,000"
4bdrm Duplex in Lekki for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 150,000,000"
"5bdrm Duplex in $3M, Ikoyi for sale",350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,"₦ 3,000,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 360,000,000"
4bdrm Duplex in Ikoyi for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,"₦ 650,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 130,000,000"
4bdrm Duplex in Ikate for sale,1000.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 300,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 350,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 300,000,000"
3bdrm Block of Flats in Life Camp for sale,500.0,Block of Flats,3.0,3.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 75,000,000"
"4bdrm Duplex in Brains And Hammers, Life Camp for sale",900.0,Duplex,4.0,4.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,False,"₦ 90,000,000"
3bdrm Apartment in Jahi for sale,1000.0,Apartment,3.0,3.0,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),False,"₦ 220,000,000"
1bdrm Apartment in Katampe (Main) for sale,190.0,Apartment,1.0,1.0,semi-furnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,"₦ 90,000,000"
"2bdrm Apartment in Echellon Apartment, Awoyaya for sale",250.0,Apartment,2.0,2.0,unfurnished,"Ibeju, Awoyaya",Awoyaya,Ibeju,enterprise,"₦ 87,000,000"
4bdrm Duplex in Ikota for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 260,000,000"
5bdrm Duplex in Osapa london for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 600,000,000"
4bdrm Duplex in Ajah for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 180,000,000"
5bdrm Duplex in Lekki for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 1,200,000,000"
