title,property_size(sqm),house_type,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
2bdrm Apartment in Victoria Island Extension for sale,600,Apartment,2,2,Unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Lagos Island,Vip_Gold,320000000.0
4bdrm House in Lafiaji for sale,1000,Bungalow,4,1,Unfurnished,"Lekki, Lafiaji",Lafiaji,Lagos Island,Enterprise,155000000.0
"4bdrm Duplex in Kayfarm Estate, Ifako-Ogba for sale",450,Duplex,4,4,Unfurnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Lagos Mainland,Enterprise,255000000.0
4bdrm Duplex in Labak Estate for sale,557,Duplex,4,5,Unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos Mainland,Enterprise,200000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,400000000.0
"2bdrm Bungalow in Valley View Estate, Iyana Ipaja for sale",200,Bungalow,2,3,Unfurnished,"Ipaja, Iyana Ipaja",Iyana Ipaja,Lagos Mainland,Enterprise,35000000.0
"4bdrm Duplex in Golf Annex, Enugu for sale",400,Duplex,4,5,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,Enterprise,130000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,120000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,700000000.0
"4bdrm Duplex in Royal Garden Estate, Obio-Akpor for sale",300,Duplex,4,4,Semi-Furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Enterprise,250000000.0
4bdrm Duplex in Sangotedo for sale,400,Duplex,4,4,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,180000000.0
"5bdrm Duplex in Secured Estate, Omole Phase 2 for sale",300,Duplex,5,5,Semi-Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos Mainland,Enterprise,700000000.0
4bdrm Duplex in Sangotedo for sale,350,Duplex,4,4,Semi-Furnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,360000000.0
5bdrm House in Chevron Drive Lekki for sale,600,Bungalow,5,6,Semi-Furnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,800000000.0
5bdrm Duplex in Megamond Estate for sale,500,Duplex,5,6,Semi-Furnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,650000000.0
"5bdrm Duplex in River Park Estate, Lugbe District for sale",550,Duplex,5,6,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,280000000.0
5bdrm Duplex in Ojodu for sale,550,Duplex,5,5,Unfurnished,"Lagos State, Ojodu",Ojodu,Lagos Mainland,Enterprise,400000000.0
4bdrm Duplex in Guzape District for sale,300,Duplex,4,4,Semi-Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,400000000.0
5bdrm Duplex in Lekki for sale,250,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,350000000.0
4bdrm Duplex in Lekki Phase 1 for sale,250,Duplex,4,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,750000000.0
4bdrm Duplex in Gbalajam Woji for sale,330,Duplex,4,4,Semi-Furnished,"Port-Harcourt, Woji",Woji,Rivers State,Enterprise,330000000.0
"4bdrm Duplex in Secured Estate, Omole Phase 1 for sale",300,Duplex,4,4,Semi-Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos Mainland,Enterprise,670000000.0
"3bdrm Duplex in Naf Harmony Estate, Port-Harcourt for sale",465,Duplex,3,4,Semi-Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,300000000.0
5bdrm Duplex in Ada George Port for sale,955,Duplex,5,7,Semi-Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,400000000.0
"Furnished 3bdrm Block of Flats in Kings Court, Ikeja GRA for sale",600,Block of Flats,3,3,Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos Mainland,Enterprise,450000000.0
"5bdrm Duplex in Naf Valley Estate, Asokoro for sale",820,Duplex,5,5,Unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),Enterprise,650000000.0
2bdrm Block of Flats in Lokogoma for sale,250,Block of Flats,2,2,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),Enterprise,55000000.0
5bdrm Duplex in Omole Phase 1 for sale,400,Duplex,5,5,Unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos Mainland,Enterprise,850000000.0
"4bdrm House in Naf Ville Estate, Idu Industrial for sale",450,Bungalow,4,4,Unfurnished,"Abuja (FCT), Idu Industrial",Idu Industrial,Abuja (FCT),False,160000000.0
4bdrm Duplex in Guzape District for sale,200,Duplex,4,4,Semi-Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,450000000.0
5bdrm Duplex in Off Lekki-Epe Expressway for sale,450,Duplex,5,5,Semi-Furnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos Island,Enterprise,700000000.0
3bdrm Duplex in Pen Cinema for sale,1000,Duplex,3,1,Unfurnished,"Agege, Pen Cinema",Pen Cinema,Lagos Mainland,Enterprise,140000000.0
2bdrm Apartment in Alausa Ikeja Lagos for sale,1000,Apartment,2,2,Semi-Furnished,"Ikeja, Alausa",Alausa,Lagos Mainland,Enterprise,230000000.0
5bdrm Duplex in Lekki for sale,450,Duplex,5,5,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,650000000.0
5bdrm Duplex in Lekki for sale,400,Duplex,5,5,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,470000000.0
Furnished 4bdrm Duplex in Sangotedo Lagos for sale,767,Duplex,4,3,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,240000000.0
5bdrm Duplex in Ojodu for sale,400,Duplex,5,5,Unfurnished,"Lagos State, Ojodu",Ojodu,Lagos Mainland,Enterprise,580000000.0
4bdrm Duplex in Ajah for sale,250,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,170000000.0
"3bdrm Bungalow in Ada George, Port-Harcourt for sale",465,Bungalow,3,3,Semi-Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,100000000.0
5bdrm Duplex in Lekki Palm City for sale,10,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,260000000.0
3bdrm Duplex in Ikota for sale,1000,Duplex,3,1,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,170000000.0
4bdrm House in Ikeja GRA for sale,1000,Bungalow,4,1,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos Mainland,Enterprise,800000000.0
4bdrm House in Old Ikoyi for sale,1000,Bungalow,4,1,Unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Lagos Island,Enterprise,450000000.0
4bdrm Duplex in Alaka Estate for sale,1000,Duplex,4,1,Unfurnished,"Surulere, Alaka Estate",Alaka Estate,Lagos Mainland,Enterprise,450000000.0
4bdrm Duplex in Life Camp for sale,350,Duplex,4,6,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Enterprise,200000000.0
"5bdrm Duplex in Efab City Estate, Life Camp for sale",620,Duplex,5,5,Semi-Furnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Enterprise,400000000.0
4bdrm Block of Flats in Ejigbo for sale,500,Block of Flats,4,4,Unfurnished,"Ejigbo, Ejigbo / Ejigbo",Ejigbo / Ejigbo,Lagos Mainland,Enterprise,120000000.0
7bdrm Duplex in Galadimawa for sale,500,Duplex,7,8,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),Enterprise,315000000.0
7bdrm Duplex in Lekki for sale,500,Duplex,7,7,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,800000000.0
3bdrm Maisonette in Osborne Foreshore Estate for sale,150,Maisonette,3,3,Unfurnished,"Ikoyi, Osborne Foreshore Estate",Osborne Foreshore Estate,Lagos Island,Enterprise,540000000.0
3bdrm Duplex in Ilupeju for sale,200,Duplex,3,3,Unfurnished,"Lagos State, Ilupeju",Ilupeju,Lagos Mainland,Enterprise,300000000.0
6bdrm Duplex in Apo Resettlement for sale,600,Duplex,6,7,Semi-Furnished,"Apo District, Apo Resettlement",Apo Resettlement,Abuja (FCT),Enterprise,665000000.0
"4bdrm Duplex in Secured Estate, Alakuko for sale",280,Duplex,4,4,Semi-Furnished,"Ifako-Ijaiye, Alakuko",Alakuko,Lagos Mainland,Enterprise,270000000.0
"5bdrm Duplex in Barnawa Gra Phase 1, Kaduna / Kaduna State for sale",900,Duplex,5,5,Semi-Furnished,"Kaduna State, Kaduna / Kaduna State",Kaduna / Kaduna State,Kaduna State,Enterprise,108000000.0
4bdrm Duplex in Opebi Ikeja Lagos for sale,2000,Duplex,4,4,Semi-Furnished,"Ikeja, Opebi",Opebi,Lagos Mainland,Enterprise,370000000.0
4bdrm Duplex in Lekki for sale,300,Duplex,4,4,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,280000000.0
5bdrm Duplex in Ayobo for sale,167,Duplex,5,6,Unfurnished,"Ipaja, Ayobo",Ayobo,Lagos Mainland,Enterprise,70000000.0
8bdrm Block of Flats in Igando / Ikotun/Igando for sale,300,Block of Flats,8,8,Unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos Mainland,Enterprise,55000000.0
"4bdrm Duplex in Nuga Luxury, Lugbe District for sale",350,Duplex,4,5,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,75000000.0
"5bdrm Duplex in Bricks Garden, Lugbe District for sale",500,Duplex,5,6,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,90000000.0
6bdrm Duplex in Lokogoma for sale,600,Duplex,6,7,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),Enterprise,330000000.0
5bdrm Duplex in Sangotedo Ajah for sale,400,Duplex,5,5,Semi-Furnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,400000000.0
5bdrm House in Lekki for sale,500,Bungalow,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,650000000.0
"4bdrm Duplex in Choose Estate Off, Rumuosi for sale",320,Duplex,4,4,Semi-Furnished,"Port-Harcourt, Rumuosi",Rumuosi,Rivers State,Enterprise,120000000.0
"3bdrm Duplex in Harmony Estate Off, Obio-Akpor for sale",468,Duplex,3,3,Semi-Furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Enterprise,300000000.0
"5bdrm Duplex in Secured Estate, Magodo Isheri for sale",300,Duplex,5,5,Semi-Furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Lagos Mainland,Enterprise,400000000.0
"Furnished 4bdrm Duplex in Centenary City, Enugu for sale",500,Duplex,4,5,Furnished,"Enugu State, Enugu",Enugu,Enugu State,Enterprise,200000000.0
5bdrm Duplex in Chevron for sale,1000,Duplex,5,1,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,600000000.0
"3bdrm Apartment in Private Property, Katampe (Main) for sale",2200,Apartment,3,3,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Enterprise,120000000.0
5bdrm Duplex in Adeniyi Jones Ikeja for sale,600,Duplex,5,6,Semi-Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos Mainland,Enterprise,750000000.0
2bdrm Apartment in Chevron for sale,300,Apartment,2,2,Semi-Furnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,100000000.0
5bdrm Duplex in Lekki for sale,400,Duplex,5,5,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,480000000.0
"4bdrm Duplex in Riverview (Tinubu), Berger for sale",250,Duplex,4,5,Unfurnished,"Ojodu, Berger",Berger,Lagos Mainland,Enterprise,250000000.0
"4bdrm Bungalow in Royal Garden, Lugbe District for sale",400,Bungalow,4,5,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,80000000.0
5bdrm Duplex in Ajah for sale,500,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,530000000.0
4bdrm Duplex in Lekki for sale,250,Duplex,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,250000000.0
2bdrm Apartment in Yaba for sale,250,Apartment,2,2,Unfurnished,"Lagos State, Yaba",Yaba,Lagos Mainland,Enterprise,150000000.0
"3bdrm Bungalow in Rumuosi, Port-Harcourt for sale",450,Bungalow,3,3,Semi-Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,65000000.0
"Furnished 5bdrm Duplex in Ada George, Port-Harcourt for sale",1860,Duplex,5,5,Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,400000000.0
4bdrm Duplex in Guzape Main Abuja for sale,500,Duplex,4,5,Semi-Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,850000000.0
5bdrm Duplex in Chevron for sale,350,Duplex,5,5,Semi-Furnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,600000000.0
"Furnished 4bdrm Apartment in Victoria Crest 2, Chevron for sale",300,Apartment,4,5,Furnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,240000000.0
4bdrm Duplex in Gbalajam-Woji Port for sale,400,Duplex,4,5,Semi-Furnished,"Port-Harcourt, Woji",Woji,Rivers State,Enterprise,330000000.0
3bdrm Apartment in Lekki Phase 1 for sale,500,Apartment,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,160000000.0
5bdrm Duplex in Jakande for sale,1000,Duplex,5,1,Unfurnished,"Lekki, Jakande",Jakande,Lagos Island,Enterprise,600000000.0
"6bdrm Duplex in Country Home, Lugbe District for sale",450,Duplex,6,7,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,93000000.0
"3bdrm Bungalow in Pyakasa Axis, Lugbe District for sale",600,Bungalow,3,4,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,95000000.0
Furnished 4bdrm Duplex in Katampe Extension for sale,500,Duplex,4,5,Furnished,"Katampe, Katampe Extension",Katampe Extension,Abuja (FCT),Enterprise,650000000.0
"5bdrm Duplex in Independence Layout, Enugu for sale",1200,Duplex,5,6,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,Enterprise,700000000.0
4bdrm Duplex in Ikota for sale,250,Duplex,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,200000000.0
"5bdrm Duplex in New Road Ada George, Port-Harcourt for sale",465,Duplex,5,6,Semi-Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,135000000.0
Furnished 4bdrm Duplex in Sangotedo for sale,500,Duplex,4,4,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,180000000.0
2bdrm House in Bode Thomas for sale,1000,Bungalow,2,1,Unfurnished,"Surulere, Bode Thomas",Bode Thomas,Lagos Mainland,Enterprise,95000000.0
5bdrm Duplex in Chevron Drive Lekki for sale,500,Duplex,5,6,Semi-Furnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,600000000.0
6bdrm Duplex in Katampe for sale,500,Duplex,6,7,Unfurnished,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),Enterprise,850000000.0
5bdrm Villa in Apo District for sale,600,Villa,5,7,Unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),Enterprise,650000000.0
5bdrm Duplex in Akobo for sale,500,Duplex,5,6,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Enterprise,190000000.0
Furnished 4bdrm Apartment in Lekki Phase 2 for sale,400,Apartment,4,4,Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,340000000.0
"4bdrm Duplex in Lekki Palm City, Ado / Ajah for sale",200,Duplex,4,4,Semi-Furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos Island,Enterprise,230000000.0
2bdrm Apartment in Katampe Extension for sale,150,Apartment,2,2,Semi-Furnished,"Katampe, Katampe Extension",Katampe Extension,Abuja (FCT),Enterprise,150000000.0
5bdrm Duplex in Lekki for sale,450,Duplex,5,5,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,500000000.0
5bdrm Duplex in Lekki for sale,450,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,480000000.0
Furnished 4bdrm Duplex in Lekki Phase 2 for sale,500,Duplex,4,5,Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,230000000.0
4bdrm Duplex in Ayobo for sale,1000,Duplex,4,1,Unfurnished,"Ipaja, Ayobo",Ayobo,Lagos Mainland,Enterprise,120000000.0
4bdrm Duplex in Opebi for sale,1000,Duplex,4,1,Unfurnished,"Ikeja, Opebi",Opebi,Lagos Mainland,Enterprise,520000000.0
"3bdrm Duplex in Citadel City, Sangotedo for sale",500,Duplex,3,4,Semi-Furnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,206000000.0
3bdrm Apartment in Idu By Nizamiye for sale,250,Apartment,3,4,Unfurnished,"Jiwa, Idu",Idu,Abuja (FCT),Enterprise,110000000.0
2bdrm Bungalow in Fha Lugbe for sale,300,Bungalow,2,3,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,50000000.0
5bdrm Duplex in Omole Phase 1 for sale,450,Duplex,5,5,Unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos Mainland,Enterprise,700000000.0
Furnished 2bdrm Penthouse in Lekki for sale,150,Penthouse,2,2,Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,180000000.0
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,150,Apartment,2,2,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,270000000.0
"4bdrm Duplex in Ikota Gra, Lekki for sale",10,Duplex,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,200000000.0
"4bdrm Duplex in Lekki Palm City, Ajah for sale",10,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,250000000.0
"4bdrm Duplex in General Paint, Ajah for sale",10,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,160000000.0
"3bdrm Bungalow in Ada George, Obio-Akpor for sale",465,Bungalow,3,3,Semi-Furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Enterprise,100000000.0
2bdrm House in Epe for sale,200,Bungalow,2,3,Unfurnished,"Lagos State, Epe",Epe,Lagos Mainland,Enterprise,40000000.0
4bdrm Duplex in Adeniyi Jones for sale,1000,Duplex,4,1,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos Mainland,Enterprise,550000000.0
5bdrm Duplex in Chevron for sale,1000,Duplex,5,1,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,849000000.0
3bdrm Duplex in Galadimawa for sale,950,Duplex,3,3,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),Enterprise,200000000.0
5bdrm Duplex in Ogudu Gra Lagos for sale,1000,Duplex,5,6,Semi-Furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos Mainland,Enterprise,600000000.0
6bdrm Duplex in Ijegun Ikotun Lagos for sale,678,Duplex,6,7,Semi-Furnished,"Ikotun/Igando, Ijegun",Ijegun,Lagos Mainland,Enterprise,180000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Semi-Furnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,175000000.0
"5bdrm Block of Flats in Blue Roof, Ajah for sale",313,Block of Flats,5,8,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,60000000.0
"5bdrm Duplex in Light House Estate, Lugbe District for sale",763,Duplex,5,6,Semi-Furnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,370000000.0
"3bdrm Duplex in F01, Kubwa for sale",250,Duplex,3,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Enterprise,90000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,350000000.0
3bdrm Apartment in Yaba for sale,250,Apartment,3,3,Unfurnished,"Lagos State, Yaba",Yaba,Lagos Mainland,Enterprise,220000000.0
4bdrm Bungalow in Akobo for sale,500,Bungalow,4,5,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Enterprise,95000000.0
"3bdrm Duplex in Rayfield ,, Ibadan for sale",450,Duplex,3,3,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,Enterprise,150000000.0
4bdrm Duplex in Ibadan for sale,450,Duplex,4,4,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,Enterprise,185000000.0
"4bdrm Duplex in Secured Estate, Adeniyi Jones for sale",250,Duplex,4,4,Semi-Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos Mainland,Enterprise,370000000.0
2bdrm Bungalow in Ogombo for sale,200,Bungalow,2,2,Semi-Furnished,"Ajah, Ogombo",Ogombo,Lagos Island,Enterprise,67000000.0
5bdrm Duplex in Sangotedo for sale,320,Duplex,5,5,Semi-Furnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,300000000.0
3bdrm Bungalow in Majesty Estate Off for sale,300,Bungalow,3,4,Semi-Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,125000000.0
3bdrm House in Omole Phase 1 for sale,1000,Bungalow,3,1,Unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos Mainland,Enterprise,320000000.0
3bdrm Block of Flats in Off Egbeda Iyana for sale,641,Block of Flats,3,4,Semi-Furnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Oyo State,Enterprise,250000000.0
Furnished 5bdrm Duplex in Ogba Gra Didiolu for sale,450,Duplex,5,6,Furnished,"Ogba, Ogba GRA",Ogba GRA,Lagos Mainland,Enterprise,540000000.0
2bdrm Apartment in Lekki for sale,350,Apartment,2,2,Semi-Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,200000000.0
"4bdrm Duplex in Estate, Katampe for sale",550,Duplex,4,4,Semi-Furnished,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),Enterprise,330000000.0
3bdrm Duplex in Giwa Oke Aro Clean for sale,235,Duplex,3,4,Semi-Furnished,"Kaduna State, Giwa",Giwa,Kaduna State,Enterprise,45000000.0
6bdrm Duplex in 3Rd Avenue Gwarinpa for sale,600,Duplex,6,7,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Enterprise,850000000.0
5bdrm Duplex in Osapa Lekki Lagos for sale,400,Duplex,5,5,Semi-Furnished,"Lekki, Osapa london",Osapa london,Lagos Island,Enterprise,350000000.0
4bdrm Duplex in Ogudu for sale,250,Duplex,4,4,Unfurnished,"Lagos State, Ogudu",Ogudu,Lagos Mainland,Enterprise,550000000.0
"4bdrm Duplex in Centenary City, Enugu for sale",500,Duplex,4,5,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,Enterprise,220000000.0
4bdrm Duplex in Lekki for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,300000000.0
"6bdrm Duplex in Royal Estate, Obio-Akpor for sale",465,Duplex,6,6,Unfurnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Enterprise,220000000.0
5bdrm Duplex in Ikate for sale,10,Duplex,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,450000000.0
4bdrm Duplex in Ikota for sale,200,Duplex,4,4,Semi-Furnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,240000000.0
5bdrm House in Alausa for sale,1000,Bungalow,5,1,Unfurnished,"Ikeja, Alausa",Alausa,Lagos Mainland,Enterprise,800000000.0
5bdrm Duplex in Chevron for sale,1000,Duplex,5,1,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,849000000.0
3bdrm Block of Flats in Igbo-Efun Lekki for sale,708,Block of Flats,3,3,Semi-Furnished,"Lekki, Igbo-efon",Igbo-efon,Lagos Island,Enterprise,350000000.0
2bdrm Apartment in Abijo Gra Lagos for sale,1000,Apartment,2,2,Semi-Furnished,"Ibeju, Abijo",Abijo,Lagos Island,Enterprise,80000000.0
3bdrm Apartment in Mabushi for sale,300,Apartment,3,3,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Enterprise,185000000.0
5bdrm Duplex in Lekki for sale,600,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,550000000.0
4bdrm Duplex in Ogudu GRA for sale,350,Duplex,4,4,Unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos Mainland,Enterprise,550000000.0
